siteid,sitename,damname,county,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,samplelayer,sampledepth,itemname,itemengabbreviation,itemvalue,itemunit
2196,小池水庫,小池水庫,澎湖縣,119.509307,23.610886,301972.8,2612023.49,16/08/2023 11:44,表水,0.5,葉綠素a,Chl_a,9.6,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,24/02/2021 11:55,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,21/06/2021 12:00,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,27/08/2021 12:00,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,04/11/2021 12:04,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,16/02/2022 11:53,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,11/05/2022 09:34,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,10/08/2022 11:40,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,08/11/2022 12:07,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,22/02/2023 12:06,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,10/05/2023 09:28,表水,,葉綠素a,Chl_a,-,μg/L
2197,七美水庫,七美水庫,澎湖縣,119.434562,23.211729,294478.46,2567795.31,15/08/2023 11:03,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,08/12/2020 09:00,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,19/01/2021 10:56,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,18/02/2021 11:02,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,11/03/2021 10:53,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,13/04/2021 10:23,表水,,葉綠素a,Chl_a,-,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,10/01/2022 09:40,表水,0.5,葉綠素a,Chl_a,0.8,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,18/02/2022 09:51,表水,0.5,葉綠素a,Chl_a,2.5,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,15/03/2022 10:21,表水,0.5,葉綠素a,Chl_a,0.5,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,25/05/2021 10:30,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,24/06/2021 10:49,表水,,葉綠素a,Chl_a,-,μg/L
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,12/10/2023 10:27,表水,0.5,葉綠素a,Chl_a,26.2,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,19/04/2022 09:33,表水,0.5,葉綠素a,Chl_a,0.9,μg/L
2182,澄清湖水庫二,澄清湖水庫,高雄市,120.3524722,22.6603611,183454.53,2506819.59,11/01/2022 09:54,表水,4.4,葉綠素a,Chl_a,5.7,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,13/07/2021 10:51,表水,,葉綠素a,Chl_a,-,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,09/11/2021 09:41,表水,0.5,葉綠素a,Chl_a,3.7,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,06/12/2021 09:58,表水,0.5,葉綠素a,Chl_a,4,μg/L
2188,鳳山水庫四,鳳山水庫,高雄市,120.389622,22.535145,187215.71,2492938.06,10/01/2022 09:13,表水,8.7,葉綠素a,Chl_a,6.1,μg/L
2188,鳳山水庫四,鳳山水庫,高雄市,120.389622,22.535145,187215.71,2492938.06,10/01/2022 09:13,表水,16.4,葉綠素a,Chl_a,3.6,μg/L
2140,霧社水庫一,霧社水庫,南投縣,121.136389,23.983076,263878.27,2653155.57,14/03/2022 10:45,表水,16.1,葉綠素a,Chl_a,0.6,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,14/01/2022 09:11,表水,0.5,葉綠素a,Chl_a,4.4,μg/L
2189,牡丹水庫一,牡丹水庫,屏東縣,120.781288,22.133792,227438.8,2448386.8,07/01/2022 10:28,表水,33,葉綠素a,Chl_a,4.9,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,17/08/2021 11:47,表水,0.5,葉綠素a,Chl_a,11.2,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,15/09/2021 12:42,表水,0.5,葉綠素a,Chl_a,9.6,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,06/10/2021 12:03,表水,0.5,葉綠素a,Chl_a,10.8,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,12/11/2021 11:38,表水,0.5,葉綠素a,Chl_a,6.7,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,14/12/2021 11:45,表水,0.5,葉綠素a,Chl_a,1.1,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,17/02/2022 09:37,表水,0.5,葉綠素a,Chl_a,6.1,μg/L
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,11/01/2022 10:30,表水,6.2,葉綠素a,Chl_a,26.2,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,12/01/2022 12:10,表水,0.5,葉綠素a,Chl_a,5,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,22/02/2022 08:00,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,15/03/2022 11:05,表水,0.5,葉綠素a,Chl_a,9.2,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,19/04/2022 11:19,表水,0.5,葉綠素a,Chl_a,44,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,17/05/2022 11:18,表水,0.5,葉綠素a,Chl_a,16.1,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,14/06/2022 11:17,表水,0.5,葉綠素a,Chl_a,23.6,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,16/08/2022 10:27,表水,0.5,葉綠素a,Chl_a,293,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,16/09/2022 11:02,表水,0.5,葉綠素a,Chl_a,8.6,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,18/10/2022 11:32,表水,0.5,葉綠素a,Chl_a,5.5,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,15/12/2022 11:26,表水,0.5,葉綠素a,Chl_a,3.8,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,12/01/2023 12:19,表水,0.5,葉綠素a,Chl_a,6.1,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,15/02/2023 11:35,表水,0.5,葉綠素a,Chl_a,4,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,16/03/2023 11:34,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,28/04/2023 10:48,表水,,葉綠素a,Chl_a,-,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,04/03/2022 09:44,表水,0.5,葉綠素a,Chl_a,2.1,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,01/04/2022 09:54,表水,0.5,葉綠素a,Chl_a,5.4,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,10/05/2022 09:44,表水,0.5,葉綠素a,Chl_a,2.6,μg/L
2104,寶山水庫四,寶山水庫,新竹縣,121.042437,24.748352,254292.28,2737905.73,10/01/2022 10:16,表水,11.2,葉綠素a,Chl_a,5.9,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,13/06/2022 14:05,表水,0.5,葉綠素a,Chl_a,5.6,μg/L
2104,寶山水庫四,寶山水庫,新竹縣,121.042437,24.748352,254292.28,2737905.73,10/01/2022 10:16,表水,21.4,葉綠素a,Chl_a,7.5,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,12/07/2022 09:13,表水,0.5,葉綠素a,Chl_a,1.8,μg/L
2190,牡丹水庫二,牡丹水庫,屏東縣,120.782567,22.140403,227571.78,2449118.6,07/01/2022 10:09,表水,37.7,葉綠素a,Chl_a,5.6,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,19/08/2022 10:42,表水,0.5,葉綠素a,Chl_a,1.4,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,10/01/2022 09:40,表水,6,葉綠素a,Chl_a,1.3,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,10/01/2022 09:40,表水,17.9,葉綠素a,Chl_a,0.7,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,10/01/2022 09:40,表水,22.8,葉綠素a,Chl_a,0.9,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,16/09/2022 09:43,表水,0.5,葉綠素a,Chl_a,4.2,μg/L
2140,霧社水庫一,霧社水庫,南投縣,121.136389,23.983076,263878.27,2653155.57,11/01/2022 11:09,表水,5.8,葉綠素a,Chl_a,2,μg/L
2140,霧社水庫一,霧社水庫,南投縣,121.136389,23.983076,263878.27,2653155.57,11/01/2022 11:09,表水,17.4,葉綠素a,Chl_a,1.5,μg/L
2140,霧社水庫一,霧社水庫,南投縣,121.136389,23.983076,263878.27,2653155.57,11/01/2022 11:09,表水,22.2,葉綠素a,Chl_a,1.2,μg/L
2141,霧社水庫二,霧社水庫,南投縣,121.136145,23.992772,263852.4,2654229.36,11/01/2022 10:38,表水,16,葉綠素a,Chl_a,0.5,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,08/11/2022 08:57,表水,0.5,葉綠素a,Chl_a,6.1,μg/L
2143,德基水庫一,德基水庫,臺中市,121.168551,24.254693,267114.75,2683240.48,12/01/2022 08:59,表水,45.9,葉綠素a,Chl_a,3.3,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,13/12/2022 09:45,表水,0.5,葉綠素a,Chl_a,8,μg/L
2143,德基水庫一,德基水庫,臺中市,121.168551,24.254693,267114.75,2683240.48,12/01/2022 08:59,表水,90.8,葉綠素a,Chl_a,3.3,μg/L
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,12/01/2022 09:50,表水,45.8,葉綠素a,Chl_a,3.7,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,10/01/2023 09:32,表水,0.5,葉綠素a,Chl_a,5.1,μg/L
2144,德基水庫二,德基水庫,臺中市,121.176606,24.261219,267931.75,2683964.25,12/01/2022 09:50,表水,90.6,葉綠素a,Chl_a,3.9,μg/L
2145,德基水庫三,德基水庫,臺中市,121.20606,24.262005,270922.25,2684055.4,12/01/2022 10:57,表水,26.1,葉綠素a,Chl_a,4.7,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,07/02/2023 10:00,表水,0.5,葉綠素a,Chl_a,5.9,μg/L
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,12/01/2022 11:28,表水,13.5,葉綠素a,Chl_a,4.9,μg/L
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,12/01/2022 11:28,表水,26,葉綠素a,Chl_a,4.4,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,07/03/2023 10:32,表水,0.5,葉綠素a,Chl_a,3.8,μg/L
2147,鯉魚潭水庫一,鯉魚潭水庫,苗栗縣,120.7964781,24.3401739,229348.12,2692712.37,04/01/2022 09:47,表水,37.4,葉綠素a,Chl_a,2.3,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,17/05/2023 10:59,表水,,葉綠素a,Chl_a,-,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,16/06/2023 09:30,表水,0.5,葉綠素a,Chl_a,1.4,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,18/07/2023 09:32,表水,0.5,葉綠素a,Chl_a,34,μg/L
2201,德基水庫五,德基水庫,臺中市,121.247684,24.270084,275146.96,2684957.04,11/08/2023 11:56,表水,0.5,葉綠素a,Chl_a,36.5,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,18/02/2021 11:00,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,18/05/2021 10:30,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,17/08/2021 09:41,表水,0.5,葉綠素a,Chl_a,21.7,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,09/11/2021 13:30,表水,,葉綠素a,Chl_a,-,μg/L
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,07/11/2023 10:00,表水,0.5,葉綠素a,Chl_a,25.3,μg/L
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,07/11/2023 10:25,表水,0.5,葉綠素a,Chl_a,26.9,μg/L
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,07/11/2023 10:55,表水,0.5,葉綠素a,Chl_a,29.8,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,16/02/2022 13:30,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,03/05/2022 11:30,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,09/08/2022 11:30,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,08/11/2022 11:32,表水,0.5,葉綠素a,Chl_a,34.9,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,14/02/2023 11:30,表水,,葉綠素a,Chl_a,-,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,08/05/2023 10:15,表水,,葉綠素a,Chl_a,-,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,18/05/2022 09:58,表水,0.5,葉綠素a,Chl_a,3.2,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,24/06/2022 10:21,表水,0.5,葉綠素a,Chl_a,2.8,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,19/07/2022 14:22,表水,0.5,葉綠素a,Chl_a,2.4,μg/L
2202,大埔水庫,大埔水庫,新竹縣,120.983752,24.675913,248355.66,2729882,01/08/2023 11:30,表水,,葉綠素a,Chl_a,-,μg/L
2146,德基水庫四,德基水庫,臺中市,121.218726,24.266289,272207.55,2684531.82,15/12/2022 10:51,表水,0.5,葉綠素a,Chl_a,5.5,μg/L
2203,石門水庫六,石門水庫,桃園市,121.3020833,24.8067222,280539.91,2744403.82,08/12/2020 09:22,表水,0.5,葉綠素a,Chl_a,8,μg/L
2148,鯉魚潭水庫二,鯉魚潭水庫,苗栗縣,120.790088,24.341121,228699.87,2692818.24,04/01/2022 10:19,表水,57.3,葉綠素a,Chl_a,0.6,μg/L
2203,石門水庫六,石門水庫,桃園市,121.3020833,24.8067222,280539.91,2744403.82,08/01/2021 09:40,表水,0.5,葉綠素a,Chl_a,4.7,μg/L
2195,西安水庫,西安水庫,澎湖縣,119.497236,23.36455,300835.34,2584739.25,03/11/2021 10:57,表水,0.5,葉綠素a,Chl_a,4,μg/L
2097,石門水庫二,石門水庫,桃園市,121.2456111,24.8101944,274829.9837,2744776.952,01/11/2023 10:56,表水,0.5,葉綠素a,Chl_a,1.6,μg/L
2075,阿公店水庫一,阿公店水庫,高雄市,120.344281,22.815112,182688.52,2523959.55,15/12/2023 09:41,表水,0.5,葉綠素a,Chl_a,12.6,μg/L
2076,阿公店水庫二,阿公店水庫,高雄市,120.352736,22.811868,183554.9,2523596.5,12/10/2023 10:47,表水,0.5,葉綠素a,Chl_a,22.7,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,19/08/2022 09:59,表水,0.5,葉綠素a,Chl_a,1.5,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,20/04/2023 10:33,表水,0.5,葉綠素a,Chl_a,3.6,μg/L
2149,鯉魚潭水庫三,鯉魚潭水庫,苗栗縣,120.784793,24.341563,228162.65,2692868.02,04/01/2022 10:48,表水,58.7,葉綠素a,Chl_a,0.4,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,09/05/2023 09:43,表水,0.5,葉綠素a,Chl_a,6.9,μg/L
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,11/01/2022 11:27,表水,7.6,葉綠素a,Chl_a,24.4,μg/L
2152,明德水庫三,明德水庫,苗栗縣,120.884761,24.580426,238328.59,2719310.99,11/01/2022 11:27,表水,14.2,葉綠素a,Chl_a,21.4,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,16/06/2023 09:39,表水,0.5,葉綠素a,Chl_a,4.6,μg/L
2153,永和山水庫一,永和山水庫,苗栗縣,120.923504,24.659908,242257.38,2728111.39,11/01/2022 09:21,表水,14.9,葉綠素a,Chl_a,5.1,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,14/07/2023 10:07,表水,0.5,葉綠素a,Chl_a,3.7,μg/L
2153,永和山水庫一,永和山水庫,苗栗縣,120.923504,24.659908,242257.38,2728111.39,11/01/2022 09:21,表水,28.8,葉綠素a,Chl_a,1.2,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,21/08/2023 09:22,表水,0.5,葉綠素a,Chl_a,6.3,μg/L
2159,仁義潭水庫一,仁義潭水庫,嘉義縣,120.5125833,23.4625556,200205.26,2595589.1,05/09/2023 10:09,表水,0.5,葉綠素a,Chl_a,5.3,μg/L
2191,牡丹水庫三,牡丹水庫,屏東縣,120.782318,22.147105,227547.16,2449860.69,07/01/2022 09:54,表水,11,葉綠素a,Chl_a,4.6,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,10/12/2020 09:37,表水,0.5,葉綠素a,Chl_a,5.6,μg/L
2210,湖山水庫一,湖山水庫,雲林縣,120.6255556,23.6840833,211810.82,2620087.1,04/01/2022 10:24,表水,10.9,葉綠素a,Chl_a,0.5,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,05/01/2021 09:27,表水,0.5,葉綠素a,Chl_a,5.9,μg/L
2210,湖山水庫一,湖山水庫,雲林縣,120.6255556,23.6840833,211810.82,2620087.1,04/01/2022 10:24,表水,20.8,葉綠素a,Chl_a,1,μg/L
2203,石門水庫六,石門水庫,桃園市,121.3020833,24.8067222,280539.91,2744403.82,17/02/2021 09:52,表水,0.5,葉綠素a,Chl_a,1.1,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,19/02/2021 09:37,表水,0.5,葉綠素a,Chl_a,3.4,μg/L
2212,湖山水庫二,湖山水庫,雲林縣,120.6302778,23.6791667,212291.03,2619541.36,04/01/2022 09:59,表水,9.6,葉綠素a,Chl_a,0.6,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,10/03/2021 09:42,表水,0.5,葉綠素a,Chl_a,3.1,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,14/04/2021 09:37,表水,0.5,葉綠素a,Chl_a,4.8,μg/L
2077,阿公店水庫三,阿公店水庫,高雄市,120.348695,22.820036,183144.05,2524502.81,16/02/2022 11:20,表水,4.7,葉綠素a,Chl_a,9,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,21/05/2021 09:51,表水,0.5,葉綠素a,Chl_a,2.5,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,28/06/2021 09:52,表水,0.5,葉綠素a,Chl_a,17.7,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,15/07/2021 09:42,表水,0.5,葉綠素a,Chl_a,9.9,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,16/08/2021 10:42,表水,0.5,葉綠素a,Chl_a,9.8,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,04/10/2021 09:54,表水,0.5,葉綠素a,Chl_a,0.8,μg/L
2160,仁義潭水庫二,仁義潭水庫,嘉義縣,120.5155833,23.46575,200512.94,2595941.82,09/11/2021 10:06,表水,0.5,葉綠素a,Chl_a,3.7,μg/L
2104,寶山水庫四,寶山水庫,新竹縣,121.042437,24.748352,254292.28,2737905.73,16/02/2022 10:09,表水,9.4,葉綠素a,Chl_a,5,μg/L
2138,日月潭水庫五,日月潭水庫,南投縣,120.909962,23.850308,240828.83,2638448.26,06/09/2022 14:10,表水,0.5,葉綠素a,Chl_a,7.8,μg/L
2104,寶山水庫四,寶山水庫,新竹縣,121.042437,24.748352,254292.28,2737905.73,16/02/2022 10:09,表水,17.8,葉綠素a,Chl_a,2.7,μg/L
